 ,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Region,Country,State,City,Postal Code,Product ID,Segment,Category,Sub-Category,Product Name,Quantity,Sales,Discount,Profit
22,CA-2016-137330,12/9/2016,12/13/2016,Standard Class,KB-16585,Ken Black,Central,United States,Nebraska,Fremont,68025,OFF-AR-10000246,Corporate,Office Supplies,Art,Newell 318,7,19.46,0,5.0596
23,CA-2016-137330,12/9/2016,12/13/2016,Standard Class,KB-16585,Ken Black,Central,United States,Nebraska,Fremont,68025,OFF-AP-10001492,Corporate,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",7,60.34,0,15.6884
24,US-2017-156909,7/16/2017,7/18/2017,Second Class,SF-20065,Sandra Flanagan,East,United States,Pennsylvania,Philadelphia,19140,FUR-CH-10002774,Consumer,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",2,71.372,0.3,-1.0196
25,CA-2015-106320,9/25/2015,9/30/2015,Standard Class,EB-13870,Emily Burns,West,United States,Utah,Orem,84057,FUR-TA-10000577,Consumer,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,3,1044.63,0,240.2649
26,CA-2016-121755,1/16/2016,1/20/2016,Second Class,EH-13945,Eric Hoffmann,West,United States,California,Los Angeles,90049,OFF-BI-10001634,Consumer,Office Supplies,Binders,Wilson Jones Active Use Binders,2,11.648,0.2,4.2224
27,CA-2016-121755,1/16/2016,1/20/2016,Second Class,EH-13945,Eric Hoffmann,West,United States,California,Los Angeles,90049,TEC-AC-10003027,Consumer,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,3,90.57,0,11.7741
28,US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,East,United States,Pennsylvania,Philadelphia,19140,FUR-BO-10004834,Consumer,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",7,3083.43,0.5,-1665.0522
29,US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,East,United States,Pennsylvania,Philadelphia,19140,OFF-BI-10000474,Consumer,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,2,9.618,0.7,-7.0532
30,US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,East,United States,Pennsylvania,Philadelphia,19140,FUR-FU-10004848,Consumer,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",3,124.2,0.2,15.525
31,US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,East,United States,Pennsylvania,Philadelphia,19140,OFF-EN-10001509,Consumer,Office Supplies,Envelopes,Poly String Tie Envelopes,2,3.264,0.2,1.1016
32,US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,East,United States,Pennsylvania,Philadelphia,19140,OFF-AR-10004042,Consumer,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",6,86.304,0.2,9.7092
33,US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,East,United States,Pennsylvania,Philadelphia,19140,OFF-BI-10001525,Consumer,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6,6.858,0.7,-5.715
34,US-2015-150630,9/17/2015,9/21/2015,Standard Class,TB-21520,Tracy Blumstein,East,United States,Pennsylvania,Philadelphia,19140,OFF-AR-10001683,Consumer,Office Supplies,Art,Lumber Crayons,2,15.76,0.2,3.546
35,CA-2017-107727,10/19/2017,10/23/2017,Second Class,MA-17560,Matt Abelman,Central,United States,Texas,Houston,77095,OFF-PA-10000249,Home Office,Office Supplies,Paper,Easy-staple paper,3,29.472,0.2,9.9468
36,CA-2016-117590,12/8/2016,12/10/2016,First Class,GH-14485,Gene Hale,Central,United States,Texas,Richardson,75080,TEC-PH-10004977,Corporate,Technology,Phones,GE 30524EE4,7,1097.544,0.2,123.4737
37,CA-2016-117590,12/8/2016,12/10/2016,First Class,GH-14485,Gene Hale,Central,United States,Texas,Richardson,75080,FUR-FU-10003664,Corporate,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",5,190.92,0.6,-147.963
38,CA-2015-117415,12/27/2015,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Central,United States,Texas,Houston,77041,OFF-EN-10002986,Home Office,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",9,113.328,0.2,35.415
39,CA-2015-117415,12/27/2015,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Central,United States,Texas,Houston,77041,FUR-BO-10002545,Home Office,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",3,532.3992,0.32,-46.9764
40,CA-2015-117415,12/27/2015,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Central,United States,Texas,Houston,77041,FUR-CH-10004218,Home Office,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",3,212.058,0.3,-15.147
41,CA-2015-117415,12/27/2015,12/31/2015,Standard Class,SN-20710,Steve Nguyen,Central,United States,Texas,Houston,77041,TEC-PH-10000486,Home Office,Technology,Phones,Plantronics HL10 Handset Lifter,4,371.168,0.2,41.7564
42,CA-2017-120999,9/10/2017,9/15/2017,Standard Class,LC-16930,Linda Cazamias,Central,United States,Illinois,Naperville,60540,TEC-PH-10004093,Corporate,Technology,Phones,Panasonic Kx-TS550,4,147.168,0.2,16.5564
43,CA-2016-101343,7/17/2016,7/22/2016,Standard Class,RA-19885,Ruben Ausman,West,United States,California,Los Angeles,90049,OFF-ST-10003479,Corporate,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",2,77.88,0,3.894
44,CA-2017-139619,9/19/2017,9/23/2017,Standard Class,ES-14080,Erin Smith,South,United States,Florida,Melbourne,32935,OFF-ST-10003282,Corporate,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",2,95.616,0.2,9.5616
45,CA-2016-118255,3/11/2016,3/13/2016,First Class,ON-18715,Odella Nelson,Central,United States,Minnesota,Eagan,55122,TEC-AC-10000171,Corporate,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",2,45.98,0,19.7714
46,CA-2016-118255,3/11/2016,3/13/2016,First Class,ON-18715,Odella Nelson,Central,United States,Minnesota,Eagan,55122,OFF-BI-10003291,Corporate,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,2,17.46,0,8.2062
47,CA-2014-146703,10/20/2014,10/25/2014,Second Class,PO-18865,Patrick O'Donnell,Central,United States,Michigan,Westland,48185,OFF-ST-10001713,Consumer,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",4,211.96,0,8.4784
48,CA-2016-169194,6/20/2016,6/25/2016,Standard Class,LH-16900,Lena Hernandez,East,United States,Delaware,Dover,19901,TEC-AC-10002167,Consumer,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,3,45,0,4.95
49,CA-2016-169194,6/20/2016,6/25/2016,Standard Class,LH-16900,Lena Hernandez,East,United States,Delaware,Dover,19901,TEC-PH-10003988,Consumer,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",2,21.8,0,6.104
50,CA-2015-115742,4/18/2015,4/22/2015,Standard Class,DP-13000,Darren Powers,Central,United States,Indiana,New Albany,47150,OFF-BI-10004410,Consumer,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",6,38.22,0,17.9634
51,CA-2015-115742,4/18/2015,4/22/2015,Standard Class,DP-13000,Darren Powers,Central,United States,Indiana,New Albany,47150,OFF-LA-10002762,Consumer,Office Supplies,Labels,Avery 485,6,75.18,0,35.3346
52,CA-2015-115742,4/18/2015,4/22/2015,Standard Class,DP-13000,Darren Powers,Central,United States,Indiana,New Albany,47150,FUR-FU-10001706,Consumer,Furniture,Furnishings,Longer-Life Soft White Bulbs,2,6.16,0,2.9568
53,CA-2015-115742,4/18/2015,4/22/2015,Standard Class,DP-13000,Darren Powers,Central,United States,Indiana,New Albany,47150,FUR-CH-10003061,Consumer,Furniture,Chairs,"Global Leather Task Chair, Black",1,89.99,0,17.0981
54,CA-2016-105816,12/11/2016,12/17/2016,Standard Class,JM-15265,Janet Molinari,East,United States,New York,New York City,10024,OFF-FA-10000304,Corporate,Office Supplies,Fasteners,Advantus Push Pins,7,15.26,0,6.2566
55,CA-2016-105816,12/11/2016,12/17/2016,Standard Class,JM-15265,Janet Molinari,East,United States,New York,New York City,10024,TEC-PH-10002447,Corporate,Technology,Phones,AT&T CL83451 4-Handset Telephone,5,1029.95,0,298.6855
56,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,East,United States,New York,Troy,12180,OFF-ST-10000604,Consumer,Office Supplies,Storage,Home/Office Personal File Carts,6,208.56,0,52.14
57,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,East,United States,New York,Troy,12180,OFF-PA-10001569,Consumer,Office Supplies,Paper,Xerox 232,5,32.4,0,15.552
58,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,East,United States,New York,Troy,12180,FUR-CH-10003968,Consumer,Furniture,Chairs,Novimex Turbo Task Chair,5,319.41,0.1,7.098
59,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,East,United States,New York,Troy,12180,OFF-PA-10000587,Consumer,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",2,14.56,0,6.9888
60,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,East,United States,New York,Troy,12180,TEC-AC-10002167,Consumer,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,2,30,0,3.3
61,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,East,United States,New York,Troy,12180,OFF-BI-10001460,Consumer,Office Supplies,Binders,Plastic Binding Combs,4,48.48,0.2,16.362
62,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,East,United States,New York,Troy,12180,OFF-AR-10001868,Consumer,Office Supplies,Art,Prang Dustless Chalk Sticks,1,1.68,0,0.84
63,CA-2015-135545,11/24/2015,11/30/2015,Standard Class,KM-16720,Kunst Miller,West,United States,California,Los Angeles,90004,TEC-AC-10004633,Consumer,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",2,13.98,0,6.1512
64,CA-2015-135545,11/24/2015,11/30/2015,Standard Class,KM-16720,Kunst Miller,West,United States,California,Los Angeles,90004,OFF-BI-10001078,Consumer,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",6,25.824,0.2,9.3612
65,CA-2015-135545,11/24/2015,11/30/2015,Standard Class,KM-16720,Kunst Miller,West,United States,California,Los Angeles,90004,OFF-PA-10003892,Consumer,Office Supplies,Paper,Xerox 1943,3,146.73,0,68.9631
66,CA-2015-135545,11/24/2015,11/30/2015,Standard Class,KM-16720,Kunst Miller,West,United States,California,Los Angeles,90004,FUR-FU-10000397,Consumer,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,4,79.76,0,22.3328
67,US-2015-164175,4/30/2015,5/5/2015,Standard Class,PS-18970,Paul Stevenson,Central,United States,Illinois,Chicago,60610,FUR-CH-10001146,Home Office,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",5,213.115,0.3,-15.2225
68,CA-2014-106376,12/5/2014,12/10/2014,Standard Class,BS-11590,Brendan Sweed,West,United States,Arizona,Gilbert,85234,OFF-AR-10002671,Corporate,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",8,1113.024,0.2,111.3024
69,CA-2014-106376,12/5/2014,12/10/2014,Standard Class,BS-11590,Brendan Sweed,West,United States,Arizona,Gilbert,85234,TEC-PH-10002726,Corporate,Technology,Phones,netTALK DUO VoIP Telephone Service,4,167.968,0.2,62.988
70,CA-2016-119823,6/4/2016,6/6/2016,First Class,KD-16270,Karen Daniels,South,United States,Virginia,Springfield,22153,OFF-PA-10000482,Consumer,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",2,75.88,0,35.6636
71,CA-2016-106075,9/18/2016,9/23/2016,Standard Class,HM-14980,Henry MacAllister,East,United States,New York,New York City,10009,OFF-BI-10004654,Consumer,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,1,4.616,0.2,1.731
72,CA-2017-114440,9/14/2017,9/17/2017,Second Class,TB-21520,Tracy Blumstein,Central,United States,Michigan,Jackson,49201,OFF-PA-10004675,Consumer,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",3,19.05,0,8.763
73,US-2015-134026,4/26/2015,5/2/2015,Standard Class,JE-15745,Joel Eaton,South,United States,Tennessee,Memphis,38109,FUR-CH-10000513,Consumer,Furniture,Chairs,High-Back Leather Manager's Chair,8,831.936,0.2,-114.3912
74,US-2015-134026,4/26/2015,5/2/2015,Standard Class,JE-15745,Joel Eaton,South,United States,Tennessee,Memphis,38109,FUR-FU-10003708,Consumer,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",2,97.04,0.2,1.213
75,US-2015-134026,4/26/2015,5/2/2015,Standard Class,JE-15745,Joel Eaton,South,United States,Tennessee,Memphis,38109,OFF-ST-10004123,Consumer,Office Supplies,Storage,Safco Industrial Wire Shelving System,1,72.784,0.2,-18.196
76,US-2017-118038,12/9/2017,12/11/2017,First Class,KB-16600,Ken Brennan,Central,United States,Texas,Houston,77041,OFF-BI-10004182,Corporate,Office Supplies,Binders,Economy Binders,3,1.248,0.8,-1.9344
77,US-2017-118038,12/9/2017,12/11/2017,First Class,KB-16600,Ken Brennan,Central,United States,Texas,Houston,77041,FUR-FU-10000260,Corporate,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",3,9.708,0.6,-5.8248
78,US-2017-118038,12/9/2017,12/11/2017,First Class,KB-16600,Ken Brennan,Central,United States,Texas,Houston,77041,OFF-ST-10000615,Corporate,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",3,27.24,0.2,2.724
79,US-2014-147606,11/26/2014,12/1/2014,Second Class,JE-15745,Joel Eaton,Central,United States,Texas,Houston,77070,FUR-FU-10003194,Consumer,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",5,19.3,0.6,-14.475
80,CA-2016-127208,6/12/2016,6/15/2016,First Class,SC-20770,Stewart Carmichael,South,United States,Alabama,Decatur,35601,OFF-AP-10002118,Corporate,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1,208.16,0,56.2032
81,CA-2016-127208,6/12/2016,6/15/2016,First Class,SC-20770,Stewart Carmichael,South,United States,Alabama,Decatur,35601,OFF-BI-10002309,Corporate,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,3,16.74,0,8.0352
82,CA-2014-139451,10/12/2014,10/16/2014,Standard Class,DN-13690,Duane Noonan,West,United States,California,San Francisco,94122,OFF-AR-10002053,Consumer,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5,14.9,0,4.172
83,CA-2014-139451,10/12/2014,10/16/2014,Standard Class,DN-13690,Duane Noonan,West,United States,California,San Francisco,94122,OFF-ST-10002370,Consumer,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",1,21.39,0,6.2031
84,CA-2015-149734,9/3/2015,9/8/2015,Standard Class,JC-16105,Julie Creighton,South,United States,North Carolina,Durham,27707,OFF-EN-10000927,Corporate,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,7,200.984,0.2,62.8075
85,US-2017-119662,11/13/2017,11/16/2017,First Class,CS-12400,Christopher Schild,Central,United States,Illinois,Chicago,60623,OFF-ST-10003656,Home Office,Office Supplies,Storage,Safco Industrial Wire Shelving,3,230.376,0.2,-48.9549
86,CA-2017-140088,5/28/2017,5/30/2017,Second Class,PO-18865,Patrick O'Donnell,South,United States,South Carolina,Columbia,29203,FUR-CH-10000863,Consumer,Furniture,Chairs,Novimex Swivel Fabric Task Chair,2,301.96,0,33.2156
87,CA-2017-155558,10/26/2017,11/2/2017,Standard Class,PG-18895,Paul Gonzalez,Central,United States,Minnesota,Rochester,55901,TEC-AC-10001998,Consumer,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,1,19.99,0,6.7966
88,CA-2017-155558,10/26/2017,11/2/2017,Standard Class,PG-18895,Paul Gonzalez,Central,United States,Minnesota,Rochester,55901,OFF-LA-10000134,Consumer,Office Supplies,Labels,Avery 511,2,6.16,0,2.9568
89,CA-2016-159695,4/5/2016,4/10/2016,Second Class,GM-14455,Gary Mitchum,Central,United States,Texas,Houston,77095,OFF-ST-10003442,Home Office,Office Supplies,Storage,Eldon Portable Mobile Manager,7,158.368,0.2,13.8572
90,CA-2016-109806,9/17/2016,9/22/2016,Standard Class,JS-15685,Jim Sink,West,United States,California,Los Angeles,90036,OFF-AR-10004930,Corporate,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,3,20.1,0,6.633
91,CA-2016-109806,9/17/2016,9/22/2016,Standard Class,JS-15685,Jim Sink,West,United States,California,Los Angeles,90036,TEC-PH-10004093,Corporate,Technology,Phones,Panasonic Kx-TS550,2,73.584,0.2,8.2782
92,CA-2016-109806,9/17/2016,9/22/2016,Standard Class,JS-15685,Jim Sink,West,United States,California,Los Angeles,90036,OFF-PA-10000304,Corporate,Office Supplies,Paper,Xerox 1995,1,6.48,0,3.1104
93,CA-2015-149587,1/31/2015,2/5/2015,Second Class,KB-16315,Karl Braun,Central,United States,Minnesota,Minneapolis,55407,OFF-PA-10003177,Consumer,Office Supplies,Paper,Xerox 1999,2,12.96,0,6.2208
94,CA-2015-149587,1/31/2015,2/5/2015,Second Class,KB-16315,Karl Braun,Central,United States,Minnesota,Minneapolis,55407,FUR-FU-10003799,Consumer,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",3,53.34,0,16.5354
95,CA-2015-149587,1/31/2015,2/5/2015,Second Class,KB-16315,Karl Braun,Central,United States,Minnesota,Minneapolis,55407,OFF-BI-10002852,Consumer,Office Supplies,Binders,Ibico Standard Transparent Covers,2,32.96,0,16.1504
96,US-2017-109484,11/6/2017,11/12/2017,Standard Class,RB-19705,Roger Barcio,West,United States,Oregon,Portland,97206,OFF-BI-10004738,Home Office,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,1,5.682,0.7,-3.788
97,CA-2017-161018,11/9/2017,11/11/2017,Second Class,PN-18775,Parhena Norris,East,United States,New York,New York City,10009,FUR-FU-10000629,Home Office,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,7,96.53,0,40.5426
98,CA-2017-157833,6/17/2017,6/20/2017,First Class,KD-16345,Katherine Ducich,West,United States,California,San Francisco,94122,OFF-BI-10001721,Consumer,Office Supplies,Binders,Trimflex Flexible Post Binders,3,51.312,0.2,17.9592
99,CA-2016-149223,9/6/2016,9/11/2016,Standard Class,ER-13855,Elpida Rittenbach,Central,United States,Minnesota,Saint Paul,55106,OFF-AP-10000358,Corporate,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,6,77.88,0,22.5852
100,CA-2016-158568,8/29/2016,9/2/2016,Standard Class,RB-19465,Rick Bensley,Central,United States,Illinois,Chicago,60610,OFF-PA-10003256,Home Office,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,7,64.624,0.2,22.6184
101,CA-2016-158568,8/29/2016,9/2/2016,Standard Class,RB-19465,Rick Bensley,Central,United States,Illinois,Chicago,60610,TEC-AC-10001767,Home Office,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,3,95.976,0.2,-10.7973
102,CA-2016-158568,8/29/2016,9/2/2016,Standard Class,RB-19465,Rick Bensley,Central,United States,Illinois,Chicago,60610,OFF-BI-10002609,Home Office,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,3,1.788,0.8,-3.0396
103,CA-2016-129903,12/1/2016,12/4/2016,Second Class,GZ-14470,Gary Zandusky,Central,United States,Minnesota,Rochester,55901,OFF-PA-10004040,Consumer,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),4,23.92,0,11.7208
104,US-2015-156867,11/13/2015,11/17/2015,Standard Class,LC-16870,Lena Cacioppo,West,United States,Colorado,Aurora,80013,TEC-AC-10001552,Consumer,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,6,238.896,0.2,-26.8758
105,US-2015-156867,11/13/2015,11/17/2015,Standard Class,LC-16870,Lena Cacioppo,West,United States,Colorado,Aurora,80013,FUR-FU-10004006,Consumer,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",3,102.36,0.2,-3.8385
106,US-2015-156867,11/13/2015,11/17/2015,Standard Class,LC-16870,Lena Cacioppo,West,United States,Colorado,Aurora,80013,OFF-BI-10002794,Consumer,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",3,36.882,0.7,-25.8174
107,CA-2017-119004,11/23/2017,11/28/2017,Standard Class,JM-15250,Janet Martin,South,United States,North Carolina,Charlotte,28205,TEC-AC-10003499,Consumer,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,8,74.112,0.2,17.6016
108,CA-2017-119004,11/23/2017,11/28/2017,Standard Class,JM-15250,Janet Martin,South,United States,North Carolina,Charlotte,28205,TEC-PH-10002844,Consumer,Technology,Phones,Speck Products Candyshell Flip Case,1,27.992,0.2,2.0994
